#thise are the data exported without any corrections
token	lemma	pos	morph	Dis	treated
ordine	ordo	NOMcom	Case=Abl|Numb=Sing	_	ordine
sublato	tollo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass|Person=2	_	sublato
)	)	PUNC	MORPH=empty	_	--IGN.--
in	in	PRE	MORPH=empty	_	in
res	res	NOMcom	Case=Acc|Numb=Plur	_	res
omnes	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem	_	omnes
inducere	induco	VER	Mood=Inf|Tense=Pres|Voice=Act	_	inducere
conantur	conor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	_	conantur
,	,	PUNC	MORPH=empty	_	--IGN.--
quos	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Masc	1	quos
homines	homo	NOMcom	Case=Acc|Numb=Plur	_	homines
ἀτακτους	[Greek]	FOR	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
Ἀναρχικους	[Greek]	FOR	MORPH=empty	_	--IGN.--
,	,	PUNC	MORPH=empty	_	--IGN.--
tanquã	tamquam2	ADJqua	Case=Acc|Numb=Sing|Gend=Neut	2	tanqua
mõstra	mostrum	NOMcom	Case=Acc|Numb=Sing	_	mostra
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
generis	genus1	NOMcom	Case=Gen|Numb=Sing	1	generis
humani	humanus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos	_	humani
ἀλάςτορας	[Greek]	FOR	MORPH=empty	_	--IGN.--
,	,	PUNC	MORPH=empty	_	--IGN.--
iam	iam	ADV	Deg=Pos	_	iam
pridem	pridem	ADV	Deg=Pos	_	pridem
veteres	uetus	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos	_	ueteres
appellarũt	appello1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	1	appellarut
.	.	PUNC	MORPH=empty	_	--IGN.--
Cæterũ	caeter	NOMcom	Case=Nom|Numb=Sing	_	Caeteru
si	si2	CONsub	MORPH=empty	2	si
qua	quis2	PROind	Case=Nom|Numb=Sing|Gend=Fem	2	qua
in	in	PRE	MORPH=empty	_	in
re	res	NOMcom	Case=Abl|Numb=Sing	_	re
alia	alius	PROind	Case=Nom|Numb=Sing|Gend=Fem	_	alia
ordinis	ordo	NOMcom	Case=Gen|Numb=Sing	_	ordinis
obseruatio	obseruatio	NOMcom	Case=Nom|Numb=Sing	_	obseruatio
diligens	diligens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos	_	diligens
non	non	ADVneg	MORPH=empty	_	non
tãtũ	tatus	ADV	Case=Abl|Numb=Sing	_	tatu
vtilis	utilis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos	_	utilis
,	,	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
etiã	etiam	ADV	Case=Nom|Numb=Sing|Deg=Pos	_	etia
omninò	omnino	ADV	Deg=Pos	_	omnino
necessaria	necessarius2	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	2	necessaria
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
,	,	PUNC	MORPH=empty	_	--IGN.--
maximè	magis2	ADV	Deg=Sup	2	maxime
in	in	PRE	MORPH=empty	_	in
Ecclesia	Ecclesia	NOMpro	Case=Abl|Numb=Sing	_	Ecclesia
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
locum	locus	NOMcom	Case=Acc|Numb=Sing	_	locum
habere	habeo	VER	Mood=Inf|Tense=Pres|Voice=Act	_	habere
ex	ex	PRE	MORPH=empty	_	ex
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing	_	Pauli
Apostoli	apostolus	NOMpro	Case=Gen|Numb=Sing	_	Apostoli
præcepto	praeceptum	NOMcom	Case=Abl|Numb=Sing	_	praecepto
debet	debeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	debet
.	.	PUNC	MORPH=empty	_	--IGN.--
Est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	Est
enim	enim2	CONcoo	MORPH=empty	2	enim
Ecclesia	Ecclesia	NOMpro	Case=Nom|Numb=Sing	_	Ecclesia
domus	domus	NOMcom	Case=Gen|Numb=Sing	_	domus
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
,	,	PUNC	MORPH=empty	_	--IGN.--
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut	_	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
summi	superus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Sup	_	summi
illius	ille	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	illius
regum	rex	NOMcom	Case=Gen|Numb=Plur	_	regum
Regis	rex	NOMcom	Case=Gen|Numb=Sing	_	Regis
,	,	PUNC	MORPH=empty	_	--IGN.--
in	in	PRE	MORPH=empty	_	in
qua	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Fem	1	qua
idcirco	idcirco	ADV	Deg=Pos	_	idcirco
omnia	omnis	PROind	Case=Acc|Numb=Plur|Gend=Neut	_	omnia
circũspectè	circumpecte	VER	MORPH=empty	_	circuspecte
,	,	PUNC	MORPH=empty	_	--IGN.--
aptè	apte	ADV	Deg=Pos	_	apte
,	,	PUNC	MORPH=empty	_	--IGN.--
decenter	decenter	ADV	Deg=Pos	_	decenter
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut1	ADVrel	MORPH=empty	1	ut
Paulus	Paulus	NOMpro	Case=Nom|Numb=Sing	_	Paulus
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc	_	ipse
loquitur	loquor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	_	loquitur
,	,	PUNC	MORPH=empty	_	--IGN.--
ἀσχημόνως	[Greek]	FOR	MORPH=empty	_	--IGN.--
καί	[Greek]	FOR	MORPH=empty	_	--IGN.--
κατα	[Greek]	FOR	MORPH=empty	_	--IGN.--
τάξιν	[Greek]	FOR	MORPH=empty	_	--IGN.--
fieri	fio	VER	Mood=Inf|Tense=Pres|Voice=Act	_	fieri
oportet	oportet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	oportet
:	:	PUNC	MORPH=empty	_	--IGN.--
nihil	nihil	PROind	Case=Ind	_	nihil
autein	autem	ADV	Numb=Sing|Deg=Pos	_	autein
{autein}	ne2	ADV	MORPH=empty	_	autein
confusè	confuse	ADJqua	Numb=Sing|Deg=Pos	1	confuse
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
pertubatè	pertubate	VER	MORPH=empty	_	pertubate
,	,	PUNC	MORPH=empty	_	--IGN.--
ne	ne4	CONsub	MORPH=empty	4	ne
ex	ex	PRE	MORPH=empty	_	ex
ista	iste	PROdem	Case=Abl|Numb=Sing|Gend=Fem	_	ista
domus	domus	NOMcom	Case=Gen|Numb=Sing	_	domus
turpitudine	turpitudo	NOMcom	Case=Abl|Numb=Sing	_	turpitudine
ad	ad2	PRE	MORPH=empty	2	ad
ipsum	ipse	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut	_	ipsum
patrem	pater	NOMcom	Case=Acc|Numb=Sing	_	patrem
familiàs	familia	NOMcom	Case=Gen|Numb=Sing	_	familias
,	,	PUNC	MORPH=empty	_	--IGN.--
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut	_	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
,	,	PUNC	MORPH=empty	_	--IGN.--
ad	ad2	PRE	MORPH=empty	2	ad
Deum	deus	NOMcom	Case=Acc|Numb=Sing	_	Deum
Optimũ	bonus	ADJqua	Case=Gen|Numb=Sing|Gend=Masc|Deg=Sup	_	Optimu
Maximum	magnus	ADJqua	Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Sup	_	Maximum
aliqua	aliquis	PROind	Case=Nom|Numb=Sing|Gend=Fem	_	aliqua
labes	labes	NOMcom	Case=Nom|Numb=Sing	_	labes
quodammodo	quodammodo	CONsub	Deg=Pos	_	quodammodo
redundet	redundo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	_	redundet
.	.	PUNC	MORPH=empty	_	--IGN.--
Itaque	itaque	CONcoo	MORPH=empty	_	Itaque
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc	_	ipse
eâdem	idem	PROdem	Case=Abl|Numb=Sing|Gend=Fem	_	eadem
benignitate	benignitas	NOMcom	Case=Abl|Numb=Sing	_	benignitate
qua	qui1	PROrel	Case=Abl|Numb=Sing|Gend=Fem	1	qua
in	in	PRE	MORPH=empty	_	in
sacratissimo	sacratus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup	_	sacratissimo
suo	suus	PROpos.ref	Case=Abl|Numb=Sing|Gend=MascNeut	_	suo
verbo	uerbum	NOMcom	Case=Abl|Numb=Sing	_	uerbo
omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut	_	omnia
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut	1	quae
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	sunt
ad	ad2	PRE	MORPH=empty	2	ad
salutem	salus	NOMcom	Case=Acc|Numb=Sing	_	salutem
æternam	aeternus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos	_	aeternam
,	,	PUNC	MORPH=empty	_	--IGN.--
ipsiúsque	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	ipsiusque
{ipsiúsque}	que	CON	MORPH=empty	_	ipsiusque
Eccle	ecce	INJ	MORPH=empty	_	Eccle
siæ	sius	PROpos.ref	Case=Gen|Numb=Sing|Gend=Fem	_	siae
suæ	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=Fem	_	suae
fundamentũ	fundamentum	NOMcom	Case=Abl|Numb=Sing	_	fundamentu
necessaria	necessarius2	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos	2	necessaria
,	,	PUNC	MORPH=empty	_	--IGN.--
præscripsit	praescribo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	praescripsit
:	:	PUNC	MORPH=empty	_	--IGN.--
it	eo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	it
a	ab	PRE	MORPH=empty	_	a
et	et2	CONcoo	MORPH=empty	2	et
iam	iam	ADV	Deg=Pos	_	iam
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut	1	quae
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	sunt
ad	ad2	PRE	MORPH=empty	2	ad
eiusdem	idem	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	eiusdem
Ecclesiæ	Ecclesia	NOMpro	Case=Gen|Numb=Sing	_	Ecclesiae
ordinem	ordo	NOMcom	Case=Acc|Numb=Sing	_	ordinem
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
ornamentum	ornamentum	NOMcom	Case=Acc|Numb=Sing	_	ornamentum
vtilia	utile	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos	_	utilia
,	,	PUNC	MORPH=empty	_	--IGN.--
demõstrauit	demostro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	_	demostrauit
,	,	PUNC	MORPH=empty	_	--IGN.--
nequa	nequam2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	2	nequa
deesset	desum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	1	deesset
pars	pars	NOMcom	Case=Nom|Numb=Sing	_	pars
ad	ad2	PRE	MORPH=empty	2	ad
veræ	uerus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos	_	uerae
Ec	ec	CONcoo	MORPH=empty	_	Ec
clesiæ	clesia	ADJqua	Case=Gen|Numb=Sing|Gend=Fem	_	clesiae
constitutionem	constitutio	NOMcom	Case=Acc|Numb=Sing	_	constitutionem
necessaria	necessarius2	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos	2	necessaria
,	,	PUNC	MORPH=empty	_	--IGN.--
quam	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem	1	quam
non	non	ADVneg	MORPH=empty	_	non
ab	ab	PRE	MORPH=empty	_	ab
ipsius	ipse	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	ipsius
ore	os1	NOMcom	Case=Abl|Numb=Sing	1	ore
et	et2	CONcoo	MORPH=empty	2	et
verbo	uerbum	NOMcom	Case=Abl|Numb=Sing	_	uerbo
abundè	abunde	ADV	Deg=Pos	_	abunde
disceremus	disco	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=1	_	disceremus
.	.	PUNC	MORPH=empty	_	--IGN.--
Vt	ut4	CONsub	MORPH=empty	4	Ut
verò	uero4	CONcoo	MORPH=empty	4	uero
hæ	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Fem	1	hae
præceptiones	praeceptio	NOMcom	Case=Nom|Numb=Plur	_	praeceptiones
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem	1	quae
Ecclesiæ	Ecclesia	NOMpro	Case=Gen|Numb=Plur	_	Ecclesiae
necessarium	necessarius2	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos	2	necessarium
ordinem	ordo	NOMcom	Case=Acc|Numb=Sing	_	ordinem
cõtinent	cotino	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	cotinent
etiam	etiam	ADV	Deg=Pos	_	etiam
nomine	nomen	NOMcom	Case=Abl|Numb=Sing	_	nomine
ipso	ipse	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut	_	ipso
ab	ab	PRE	MORPH=empty	_	ab
ijs	is	PROdem	Case=Abl|Numb=Plur|Gend=Com	_	iis
distinguerentur	distinguo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	_	distinguerentur
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem	1	quae
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing	_	doctrinam
fidei	fides2	NOMcom	Case=Gen|Numb=Sing	2	fidei
complectuntur	complector	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	_	complectuntur
,	,	PUNC	MORPH=empty	_	--IGN.--
generaliter	generaliter	ADV	Deg=Pos	_	generaliter
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing	_	disciplinae
Ecclesiasticæ	ecclesiasticus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos	_	Ecclesiasticae
vocabulo	uocabulum	NOMcom	Case=Abl|Numb=Sing	_	uocabulo
vulgò	uulgus	ADV	Case=Dat|Numb=Sing|Deg=Pos	2	uulgo
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	sunt
appellatæ	appello1	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass	1	appellatae
.	.	PUNC	MORPH=empty	_	--IGN.--
Quemadmodum	quemadmodum2	ADVint	MORPH=empty	1	Quemadmodum
enim	enim2	CONcoo	MORPH=empty	2	enim
ea	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem	_	ea
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing	_	uerbi
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
pars	pars	NOMcom	Case=Nom|Numb=Sing	_	pars
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
ea	is	PROdem	Case=Nom|Numb=Sing|Gend=Fem	_	ea
veritatis	ueritas	NOMcom	Case=Gen|Numb=Sing	_	ueritatis
cognitio	cognitio	NOMcom	Case=Nom|Numb=Sing	_	cognitio
,	,	PUNC	MORPH=empty	_	--IGN.--
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	1	quae
quid	quis1	PROint	Case=Nom|Numb=Sing|Gend=Neut	1	quid
de	de	PRE	MORPH=empty	_	de
Deo	deus	NOMcom	Case=Abl|Numb=Sing	_	Deo
Patre	pater	NOMcom	Case=Abl|Numb=Sing	_	Patre
,	,	PUNC	MORPH=empty	_	--IGN.--
de	de	PRE	MORPH=empty	_	de
Christo	Christus	NOMpro	Case=Abl|Numb=Sing	_	Christo
,	,	PUNC	MORPH=empty	_	--IGN.--
eiusque	is	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	eiusque
{eiusque}	que	CON	MORPH=empty	_	eiusque
naturis	natura	NOMcom	Case=Abl|Numb=Sing	_	naturis
et	et2	CONcoo	MORPH=empty	2	et
officio	officium	NOMcom	Case=Abl|Numb=Sing	_	officio
,	,	PUNC	MORPH=empty	_	--IGN.--
de	de	PRE	MORPH=empty	_	de
Spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing	_	Spiritu
Sancto	sanctus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos	_	Sancto
,	,	PUNC	MORPH=empty	_	--IGN.--
de	de	PRE	MORPH=empty	_	de
causis	causa	NOMcom	Case=Abl|Numb=Plur	_	causis
nostræ	noster	PROpos	Case=Gen|Numb=Sing|Gend=Fem	_	nostrae
iustificationis	iustificatio	NOMcom	Case=Gen|Numb=Sing	_	iustificationis
,	,	PUNC	MORPH=empty	_	--IGN.--
de	de	PRE	MORPH=empty	_	de
vita	uita	NOMcom	Case=Abl|Numb=Sing	_	uita
æterna	aeternus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos	_	aeterna
,	,	PUNC	MORPH=empty	_	--IGN.--
nobis	nos	PROper	Case=Dat|Numb=Plur	_	nobis
credendum	credo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass	_	credendum
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	1	sit
,	,	PUNC	MORPH=empty	_	--IGN.--
ostẽdit	ostedo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	ostedit
ossa	os2	NOMcom	Case=Acc|Numb=Plur	2	ossa
et	et2	CONcoo	MORPH=empty	2	et
neruos	neruus	NOMcom	Case=Acc|Numb=Plur	_	neruos
,	,	PUNC	MORPH=empty	_	--IGN.--
ipsámque	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Fem	_	ipsamque
{ipsámque}	que	CON	MORPH=empty	_	ipsamque
adeò	adeo2	ADV	Deg=Pos	2	adeo
veræ	uerus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos	_	uerae
Ecclesiæ	Ecclesia	NOMpro	Case=Gen|Numb=Sing	_	Ecclesiae
,	,	PUNC	MORPH=empty	_	--IGN.--
tanquam	tamquam1	ADVrel	MORPH=empty	1	tanquam
corporis	corpus	NOMcom	Case=Gen|Numb=Sing	_	corporis
οὐσίαν	[Greek]	FOR	MORPH=empty	_	--IGN.--
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
constitutionem	constitutio	NOMcom	Case=Acc|Numb=Sing	_	constitutionem
continet	contineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	continet
et	et2	CONcoo	MORPH=empty	2	et
ædificat	aedifico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	aedificat
.	.	PUNC	MORPH=empty	_	--IGN.--
Sic	sic	ADV	Deg=Pos	_	Sic
illa	ille	PROdem	Case=Nom|Numb=Sing|Gend=Fem	_	illa
eiusdem	idem	PROdem	Case=Gen|Numb=Sing|Gend=Com	_	eiusdem
verbi	uerbum	NOMcom	Case=Gen|Numb=Sing	_	uerbi
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
pars	pars	NOMcom	Case=Nom|Numb=Sing	_	pars
,	,	PUNC	MORPH=empty	_	--IGN.--
quę	que	PROrel	MORPH=empty	_	que
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing	_	disciplinae
Ecclesiastic	Ecclesiasticus	ADV	Case=Gen|Numb=Sing|Deg=Pos	_	Ecclesiastic
æ	ae	NOMcom	MORPH=empty	2	ae
præcepta	praeceptum	NOMcom	Case=Acc|Numb=Plur	_	praecepta
tradit	trado	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	tradit
,	,	PUNC	MORPH=empty	_	--IGN.--
huius	hic1	PROdem	Case=Gen|Numb=Sing|Gend=Com	1	huius
Ecclesiæ	Ecclesia	NOMpro	Case=Gen|Numb=Sing	_	Ecclesiae
,	,	PUNC	MORPH=empty	_	--IGN.--
velut	uelut1	ADVrel	MORPH=empty	1	uelut
corporis	corpus	NOMcom	Case=Gen|Numb=Sing	_	corporis
iam	iam	ADV	Deg=Pos	_	iam
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com	_	suis
membris	membrum	NOMcom	Case=Abl|Numb=Plur	_	membris
cõstantis	costo	ADJqua	Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act	_	costantis
,	,	PUNC	MORPH=empty	_	--IGN.--
sed	sed	CONcoo	MORPH=empty	_	sed
nudi	nudus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos	_	nudi
vestimẽtum	uestimetum	NOMcom	Case=Acc|Numb=Sing	_	uestimetum
,	,	PUNC	MORPH=empty	_	--IGN.--
cultum	cultus1	NOMcom	Case=Acc|Numb=Sing	1	cultum
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
ornamentum	ornamentum	NOMcom	Case=Acc|Numb=Sing	_	ornamentum
compingit	compingo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	compingit
et	et2	CONcoo	MORPH=empty	2	et
consarcinat	consarcino	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	_	consarcinat
,	,	PUNC	MORPH=empty	_	--IGN.--
quò	quis1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut	1	quo
decorè	decus	NOMcom	Case=Abl|Numb=Sing	_	decore
vestiri	uestio	VER	Mood=Inf|Tense=Pres|Voice=Pass	_	uestiri
polsit	polsum	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	_	polsit
,	,	PUNC	MORPH=empty	_	--IGN.--
vt	ut4	CONsub	MORPH=empty	4	ut
ex	ex	PRE	MORPH=empty	_	ex
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut	_	eo
quanta	quantus1	PROrel	Case=Nom|Numb=Sing|Gend=Fem	2	quanta
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	1	sit
vtriusque	uterque	PROind	Case=Gen|Numb=Sing|Gend=Com	_	utriusque
,	,	PUNC	MORPH=empty	_	--IGN.--
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut	_	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	est
,	,	PUNC	MORPH=empty	_	--IGN.--
doctrinæ	doctrina	NOMcom	Case=Gen|Numb=Sing	_	doctrinae
et	et2	CONcoo	MORPH=empty	2	et
disciplinæ	disciplina	NOMcom	Case=Gen|Numb=Sing	_	disciplinae
Ecclesiæ	Ecclesia	NOMcom	Case=Gen|Numb=Sing	_	Ecclesiae
inter	inter	PRE	MORPH=empty	_	inter
se	sui1	PROref	Case=Acc|Numb=Sing	1	se
consensio	consensio	NOMcom	Case=Nom|Numb=Sing	_	consensio
cõiunctióque	coiunctio	NOMcom	Case=Nom|Numb=Sing	_	coiunctioque
{cõiunctióque}	que	CON	MORPH=empty	_	coiunctioque
,	,	PUNC	MORPH=empty	_	--IGN.--
satis	satis2	ADV	Deg=Pos	2	satis
iã	iam	PROdem	Case=Nom|Numb=Sing|Deg=Pos	_	ia
intelligi	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Pass	_	intelligi
possit	possum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	1	possit
.	.	PUNC	MORPH=empty	_	--IGN.--
Erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	1	Erit
enim	enim2	CONcoo	MORPH=empty	2	enim
cœtus	coetus	NOMcom	Case=Nom|Numb=Sing	_	coetus
hominum	homo	NOMcom	Case=Gen|Numb=Plur	_	hominum
,	,	PUNC	MORPH=empty	_	--IGN.--
etiam	etiam	ADV	Deg=Pos	_	etiam
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut	_	eorum
,	,	PUNC	MORPH=empty	_	--IGN.--
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc	1	qui
puram	purus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos	_	puram
Dei	deus	NOMcom	Case=Gen|Numb=Sing	_	Dei
prædicationem	praedicatio	NOMcom	Case=Acc|Numb=Sing	_	praedicationem
amplexi	amplector	VER	Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	_	amplexi
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	1	sunt
,	,	PUNC	MORPH=empty	_	--IGN.--
velut	uelut1	ADVrel	MORPH=empty	1	uelut
nudum	nudus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos	_	nudum
quoddam	quidam	PROind	Case=Acc|Numb=Sing|Gend=Neut	_	quoddam
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
suis	suus	PROpos.ref	Case=Abl|Numb=Plur|Gend=Com	_	suis
ornamentis	ornamentum	NOMcom	Case=Abl|Numb=Plur	_	ornamentis
carens	careo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Pres|Voice=Act	_	carens
,	,	PUNC	MORPH=empty	_	--IGN.--
et	et2	CONcoo	MORPH=empty	2	et
destitutum	destituo	VER	Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass	_	destitutum
corpus	corpus	NOMcom	Case=Acc|Numb=Sing	_	corpus
,	,	PUNC	MORPH=empty	_	--IGN.--
nisi	nisi	CONsub	MORPH=empty	_	nisi
disciplinam	disciplina	NOMcom	Case=Acc|Numb=Sing	_	disciplinam
Ecclesiasticam	ecclesiasticus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos	_	Ecclesiasticam
ad	ad2	PRE	MORPH=empty	2	ad
veritatis	ueritas	NOMcom	Case=Gen|Numb=Sing	_	ueritatis
lucem	lux	NOMcom	Case=Acc|Numb=Sing	_	lucem
et	et2	CONcoo	MORPH=empty	2	et
professionem	professio	NOMcom	Case=Acc|Numb=Sing	_	professionem
adiunxerit	adiungo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	_	adiunxerit
